Size 10,Size 20,Size 30,Size 40,Size 50,Size 60,Size 70,Size 80,Size 90,Size 100,Size 110,Size 120,Size 130,Size 140,Size 150,Size 160,Size 170,Size 180,Size 190,Size 200,Size 210,Size 220,Size 230,Size 240,Size 250,Size 260,Size 270,Size 280,Size 290,Size 300,Size 310,Size 320,Size 330,Size 340,Size 350,Size 360,Size 370,Size 380,Size 390,Size 400,Size 410,Size 420,Size 430,Size 440,Size 450,Size 460,Size 470,Size 480,Size 490,Size 500,Size 510,Size 520,Size 530,Size 540,Size 550,Size 560,Size 570,Size 580,Size 590,Size 600,Size 610,Size 620,Size 630,Size 640,Size 650,Size 660,Size 670,Size 680,Size 690,Size 700,Size 710,Size 720,Size 730,Size 740,Size 750,Size 760,Size 770,Size 780,Size 790,Size 800,Size 810,Size 820,Size 830,Size 840,Size 850,Size 860,Size 870,Size 880,Size 890,Size 900,Size 910,Size 920,Size 930,Size 940,Size 950,Size 960,Size 970,Size 980,Size 990,Size 1000
2300,4300,7200,9600,27700,15000,28100,22800,24800,44700,29600,31500,36500,49300,64500,58800,47000,63800,53500,69200,59400,65600,107100,67000,70300,72900,77300,79100,84300,90900,87900,91600,93900,108000,102000,104800,108500,112100,150900,129000,246800,210900,193400,130900,137400,145700,139000,141300,145500,157000,173000,167400,157400,157500,168600,164100,170800,174100,174700,178100,179800,200400,192900,253100,195000,197200,199300,200500,216200,236900,231500,212800,223000,220800,225200,261800,232800,251800,236100,241600,248000,255900,254200,532400,400300,352600,286200,313300,293400,286000,296200,277600,362300,291100,378400,345100,304000,304500,320200,313000
2400,4600,7200,9500,17700,14900,19100,23900,33600,44900,30600,31500,36600,48900,63100,53100,47500,61100,102400,69300,58500,60600,107100,66900,70800,72500,76800,78200,84600,85100,88100,90300,94000,97900,102100,104500,108800,111100,118400,172800,235200,130800,194600,129800,129400,139100,148100,138500,155000,160600,154600,152400,156600,155700,181700,163800,168600,172000,175100,184300,181200,196400,186500,252400,225000,197100,253600,199900,204300,212900,216700,213700,221800,218700,222500,235500,231200,241300,236400,247400,250200,376600,258000,427000,260000,261000,266800,305200,276400,275300,297800,393100,365000,314100,341600,329900,298700,352000,309800,304700
2300,4300,7200,9400,17700,16300,19000,23700,24100,44500,29300,31500,36800,48900,62400,46700,47300,61500,85400,55300,57600,60500,105200,67100,70700,71400,76500,78500,83200,95200,145400,97700,121800,97200,101100,104200,107200,109800,112700,136300,191500,129100,199500,143200,132300,137300,139500,139500,151200,158300,152600,152400,181900,155900,162700,166500,199800,171500,175600,183000,194000,184800,187800,189600,240600,194500,234100,199700,205500,212400,220800,212400,320100,219200,223200,244000,236600,239900,235500,241000,244600,253900,256700,444800,282700,260500,271100,270800,276000,272800,283600,376400,384600,335000,295300,296900,296500,477900,532100,446200
2400,4500,7400,9400,17200,23500,18400,23300,23700,43500,29900,31300,36300,49100,60000,50300,47900,61000,81400,58900,58700,59700,104200,67200,70500,71700,76800,77900,83000,85400,111600,102500,100200,96700,101500,104200,107200,108100,113800,149000,190800,166800,156400,149000,146800,137600,148400,148800,143700,147500,151700,152200,164500,155900,162400,172100,173300,180800,174700,180400,182200,184400,213000,190600,230700,205900,198700,206100,204600,223000,215300,212700,236600,219800,232500,241700,229900,238100,243100,239700,244500,250500,256100,409400,258600,272000,266900,271900,282300,273100,309100,328900,306800,329700,339600,294500,307100,483200,454300,447100
2200,4500,7600,9500,17000,17200,18400,20900,24000,44400,29200,31300,43200,48900,61900,43000,47400,60900,62400,54400,58100,60300,106700,71800,70000,72400,76500,79300,83100,84200,88000,91700,95500,97300,102400,103900,106500,109000,337400,154800,180700,208000,143100,132200,132300,140800,208100,139500,145500,149400,151600,152200,200700,160000,161800,233800,172000,217700,180000,178800,180000,183900,186700,194900,194700,195100,197500,222000,210500,212500,223800,217600,221100,227100,221300,346200,229800,254300,237800,240800,244000,283200,259000,466000,268100,258400,267200,466300,272100,386500,283900,433800,313700,289600,517300,327900,320700,492800,481000,309800
2300,4300,7600,9400,16900,14900,17900,28000,23700,54600,43600,31400,56000,49100,59100,42900,46900,60700,53200,54300,58300,59600,105400,67000,70200,71900,76100,107100,82400,84800,86500,90800,95800,97100,101200,115800,108100,108400,188400,129800,223800,161900,201700,130500,142700,137000,146000,138600,143800,149600,149600,151600,202200,155400,161800,205700,172400,264700,176700,184900,180800,183200,185200,195800,191900,195800,199900,250200,205300,221900,215200,211700,220500,220500,221900,366700,228700,241100,235800,244600,244000,287800,252300,456500,256700,261500,266400,413000,272600,276300,279000,405300,308000,471500,378900,306900,298600,650900,405400,327700
2400,4400,7300,9500,17200,15000,20800,21100,23800,50700,29900,31000,56600,49100,60100,43400,47700,58800,53100,55000,58300,60400,105400,67300,69900,72100,77100,78500,82800,85400,134800,91100,94100,97200,102900,103400,106900,108300,362300,116200,205400,127000,129800,129800,133100,138200,155500,139400,143100,145700,160200,172000,201900,156600,167800,206400,173200,208800,177000,177800,180200,193900,196300,210300,192200,195300,198100,242000,205000,210600,215200,212900,226100,219800,222100,377800,236600,240500,237000,241000,242600,278600,249700,439800,308500,260800,267100,423400,268200,273300,277800,340100,305500,313700,298900,298900,309400,461500,356400,386300
2300,4400,7400,9700,17500,15600,28500,23500,23900,47700,30000,32600,48700,49100,62600,42900,47300,49100,53100,53900,79000,60300,165700,67300,70700,72400,76500,78200,81800,85500,117300,90900,95100,96900,101600,103900,108400,109100,289000,115800,178900,129700,171900,129900,131500,136000,200000,140200,186400,145700,154400,155100,205800,156100,165600,197200,173200,200000,174100,180000,182000,186100,185100,188400,191900,195300,199000,240800,222000,212300,215300,213700,222300,220400,227600,261600,230900,238900,254700,270400,254800,252300,248300,393200,332400,270900,264900,461000,373800,302000,359400,299800,308600,292600,448200,390500,300300,307200,334100,354700
2300,4400,7500,9500,17300,14800,26200,23800,23900,47300,29200,31900,41200,49300,63400,43300,46800,49500,53200,53800,60200,60400,96600,67300,85400,71700,97500,76800,94900,84500,88000,91600,94100,95000,103000,103200,120800,116900,187200,141000,169300,151000,224400,129100,150500,138300,194200,138300,229600,151100,150700,166700,201300,156200,200100,166800,187400,188600,174300,178300,206800,182500,184700,187500,271200,249900,198600,213000,252800,209200,215400,275800,221700,235900,222300,229800,231200,261400,236600,246900,242600,281200,259100,388700,260800,259800,264800,477300,389300,274200,377300,298200,308000,319700,520300,386700,320000,470100,363200,345500
2300,4300,7500,9500,17100,14800,31600,23600,23700,47000,29200,31500,36600,49100,63400,43200,48000,48900,52500,54200,58700,61000,100500,68100,72800,79700,88900,76900,81900,85800,87300,90700,93700,105500,100200,102800,109300,108800,182800,116500,212400,132500,147300,130100,301700,137800,160600,139200,162900,146600,150100,152200,157800,173300,163000,164500,170500,172200,175300,180500,183000,183000,185900,188900,245700,204100,215800,200800,226600,227700,221800,345800,220900,222200,244300,243700,257000,241100,274600,276500,245500,365000,253500,368600,260600,257000,260700,341600,430400,323400,358100,300200,311000,310900,498300,343000,348400,474900,327200,322900
2000,4400,7200,9200,17100,15200,26900,23800,24100,47500,32500,31400,36300,48700,60100,43100,72200,48600,52400,54500,58400,77500,105900,67100,71500,71900,135400,76500,81800,86500,86900,90500,94100,95600,99300,103400,110500,109600,180100,116100,138300,125400,144300,133700,132600,137700,163100,157000,221100,154800,150200,151600,156300,227900,161200,164600,168100,172300,228400,186600,179600,183600,185700,189200,274800,256800,236000,200400,218000,208700,213900,231200,220400,243600,268000,231700,325300,245600,304900,241800,275200,335700,251000,327100,299200,259400,358600,282900,409900,347200,303700,301500,306700,306600,493900,323100,306000,353800,320400,322500
2200,4300,7300,9600,17100,14800,28300,23100,23800,43800,31200,31200,36800,67400,61100,43300,53100,48500,52100,54100,58200,64200,122100,66400,71000,72000,127800,76900,82600,86000,86400,90600,94200,122200,102300,104600,107800,109400,180500,114700,123300,127900,204300,128800,225100,168000,198800,141100,180600,150300,150200,152000,199300,221900,163300,204000,168300,171500,270700,175600,181700,291000,192700,188000,193200,282400,284100,199900,204800,208000,215100,216200,243400,267700,233100,234400,277500,246300,239000,240700,276200,262000,250800,262600,277700,338000,342300,282100,362700,306900,292100,298600,300300,307500,486900,332300,299400,374500,316000,326800
2200,4400,7200,9400,16800,14600,29200,20300,23800,30900,29700,31500,36000,65500,61800,42700,48100,49200,51700,54000,58000,74500,82800,66100,71200,93200,114700,81800,82300,84800,90200,90900,164700,102300,101400,103300,106800,108500,172700,126600,122400,126500,127800,129900,131800,162900,181200,163400,190000,146500,149400,150300,196600,162800,179200,282400,169000,173500,292200,178200,189000,231800,187000,187400,192800,226900,200300,316000,204700,208600,213500,232100,223700,250300,222400,229900,247700,262800,238900,240500,271500,292600,280500,269400,274500,339500,297600,288300,327700,299500,290800,293400,301000,303900,490000,313500,298400,474000,327200,317100
2100,4300,7400,9400,15800,14800,20900,20300,23700,26300,29300,31400,36400,61300,62100,43300,47600,48600,52000,54500,58300,75000,81000,66400,71400,78500,114900,76600,82100,91700,87300,97000,95700,95800,99600,103300,106400,113200,176500,116100,121800,178700,148300,129000,143800,158000,233200,146600,183900,161600,160200,154100,234500,167000,190200,245300,226400,181600,206600,289300,203800,228600,186100,186900,246300,250800,198500,201200,207300,207700,219200,236800,222400,292500,223700,258800,231000,260800,239500,251700,318300,253000,332500,262200,274200,333700,286100,279500,272500,281000,294200,295800,297300,305500,491300,309200,368000,475800,317900,320500
2000,4100,7300,9300,13400,14700,25900,20500,24100,44000,29400,31500,36200,60300,64100,43400,47300,48200,52300,54400,57600,74600,80800,66800,71100,73100,78900,76000,82300,88600,87100,90600,93700,95800,100000,108500,105600,113200,167500,115500,121400,201300,139400,133700,197200,155900,239800,145000,173100,149700,149000,151300,170100,159400,274500,208700,259600,173300,192400,296700,181200,188300,186900,189600,212200,199100,238000,237300,239900,264000,214600,266200,222200,289700,222000,310500,279900,270200,240100,247000,249000,252100,330900,347300,272200,355400,277300,280400,272300,323700,291600,298500,297500,308000,409400,307000,326500,340800,313900,366400
2200,4400,7900,9300,13600,14900,26500,20300,23800,44400,29500,31200,36100,61100,70600,42600,62900,54800,51800,54500,69700,73900,81100,66500,71500,72500,77100,77500,82200,84300,86700,90000,93700,96900,100300,102700,107100,111600,115300,115600,121000,161800,131000,128700,176100,157200,349400,145700,147100,188400,149700,151600,170000,173700,230200,249100,171600,172700,177400,294400,180200,196500,186100,188000,192900,244600,246500,204400,222100,274400,214700,306600,267200,287400,220600,305100,262200,269400,282300,277800,247300,268300,303900,468000,358300,278100,277600,283500,301800,295800,295100,293100,300700,301800,344000,309600,326300,475600,312900,354000
2100,4300,7800,9300,13300,14800,33100,20500,23600,41300,29100,31700,35900,61600,63500,43800,107600,48700,52400,54000,58800,74600,79300,66800,71500,72100,77000,93600,82700,84600,88100,89700,94000,96900,100100,103400,106900,115500,115300,116000,119800,135600,176100,130000,191400,152500,208200,168200,161300,149700,150100,152100,159000,159500,272400,233900,217600,172700,176300,256300,267800,197000,243100,188100,193700,213100,219500,206800,220400,271900,215000,247700,307600,294600,298200,239400,233900,385800,289800,242000,247600,248100,267700,943500,301900,269200,287400,280800,297500,300600,291200,299700,352900,300200,341200,307400,322700,467100,345900,324400
2200,4300,7900,9500,13500,14600,27500,20100,23900,41300,29500,31700,36300,62100,60500,43600,48100,49000,56600,53500,58000,74200,86700,66600,70800,72300,76900,77700,82000,84800,88300,89500,92900,96600,99900,102200,114000,119600,114200,115400,130700,141400,138000,129100,178500,167400,160400,162900,151800,148000,149600,151600,156600,159900,285600,207600,169700,170200,176200,192100,211900,193000,246700,187800,220500,240800,217900,233800,217700,272200,214100,231200,288000,234000,290600,244900,235500,399300,311400,301200,266100,376000,265600,404300,275400,274300,310300,280400,295100,306400,296100,292600,316700,302300,347300,307300,311300,385000,317900,330200
2200,4500,8100,9600,13400,14800,25700,20400,23900,37500,29100,31100,35900,61000,60300,42600,46900,49500,53300,53900,65100,74200,80100,66900,70600,72400,76200,76300,81200,84400,93000,89900,93300,96200,234600,101500,105500,109800,113900,114900,137700,127400,127900,162900,132800,174800,142600,144500,142800,148200,150100,160500,161300,159800,224900,166800,169300,169500,178300,194300,217700,194900,241400,186400,232100,237200,223800,211600,219500,272600,218000,232100,256800,235000,288500,237900,273100,380900,317300,276600,270200,416900,263300,458900,270900,269800,336200,282000,290000,298700,303300,290300,324600,305000,300600,305700,310800,365500,315300,321300
1900,4200,8100,9400,13300,14600,18200,20200,23900,27000,29500,31400,36200,60800,61200,45700,46700,49100,51400,54500,57900,74100,79300,68300,71200,72400,76000,77300,82100,84600,88700,90400,93800,108500,148500,101600,105900,108100,112800,115100,121500,236100,126700,145100,143800,155300,153300,139700,150200,146500,157300,153200,156600,159100,254800,167800,193800,255500,225500,196100,191900,194300,216000,196100,250500,229000,220600,204400,216500,262100,212800,229100,235800,236100,275600,239600,265900,324300,281300,242800,275000,304300,267600,311300,271700,272700,285200,287800,287100,290500,280800,294200,305800,299400,297400,319400,327400,368800,322700,322300
2200,4300,8100,9300,13800,15100,17900,20100,23700,26300,29300,31100,53400,61800,62800,43700,47800,49000,52300,54200,57900,75300,79900,66700,71500,72200,81300,77100,91400,85200,88600,89700,93900,96100,175700,102700,106300,108800,112800,122000,119900,190600,156900,140400,135000,150200,142200,161400,143200,148300,149900,151400,156800,157500,240200,166700,182700,222800,242600,191000,190100,193700,199500,249600,248200,225400,213200,204600,231300,217600,213500,231000,230200,235600,234100,238600,268500,411700,249000,255800,267300,350000,264400,275600,274600,270000,282600,282200,282700,292000,308400,294600,300800,299800,300500,307300,310000,339300,326200,326800
2100,4300,7900,12900,13600,15100,18100,20400,23600,49000,29100,31100,36800,61900,64400,43200,47900,48700,52300,53700,57700,74000,78000,67200,71300,72200,75900,77400,81500,84600,88600,90200,94500,97200,132800,101800,107600,108600,120900,114300,120100,187900,138900,156300,175600,150700,139300,148400,144700,161000,150000,159200,156000,188200,168100,167300,179300,220500,239800,194400,193500,194100,198100,243200,241000,227700,209800,288200,216400,220200,214000,227400,233400,230700,232600,240100,262200,363100,251000,240000,266900,327500,264000,271200,270800,274200,277500,283600,282600,287900,294400,292900,300000,305500,297700,308300,309700,386800,317900,324200
2100,4200,7900,11600,13500,14600,18200,20300,23400,29600,29400,31100,36600,61100,63800,42800,47700,48700,52300,73400,58600,74700,65100,66700,94600,82400,76000,77700,82100,84600,88200,90100,101700,96000,146100,102300,107600,108400,394200,115500,121100,204600,141000,130100,168300,143900,140600,139300,143000,148300,150800,151000,156200,215200,163400,186600,179200,222300,228400,187600,198000,193500,196200,221400,216000,223500,211000,273100,214200,219700,213400,225700,274700,232000,234400,236600,245500,279600,251700,254900,254500,297300,264100,281500,272900,316100,278400,286200,287000,287000,292900,290200,377800,302500,297700,313300,450100,488000,317700,366800
2300,4300,7500,9600,14000,17100,20500,20400,24300,26800,29500,31600,36300,61100,63700,43500,47800,48800,51700,58300,57600,83100,63900,66700,74800,72400,75700,78200,82100,84900,87500,90200,93500,96300,119100,101600,107600,109800,175500,114900,129300,209200,126600,130000,133200,143600,155100,139600,143800,147100,149300,149800,157800,212800,163000,197800,179300,222600,188200,186400,190200,193300,198000,198600,200500,220400,212400,277900,221600,233000,222600,227100,255000,232600,237400,237800,248800,326800,248200,240200,245600,258300,267900,271900,270700,330500,281800,281500,280000,288800,292700,299100,290500,302500,299300,309100,378700,506400,317500,390000
2200,4400,7100,9300,13500,16500,18300,20400,24100,27900,29700,31100,36000,61300,63200,43700,47300,48800,51800,57400,57900,74700,64100,66600,71500,72300,76200,80000,82400,85600,88000,93700,94400,96400,115500,118900,106800,108500,172400,115000,120400,226500,137700,147000,256700,145800,151600,140000,146000,147500,195400,149600,189300,211700,163900,215800,180400,198300,188800,188900,188000,192300,196700,200000,200200,208300,211600,271700,215100,219300,214700,232400,230100,234600,353100,237400,246100,293500,251000,239100,252200,252100,262500,272500,278100,312700,276800,282000,281900,294900,290600,294300,318300,306400,322900,308100,380100,621300,317900,327300
2200,4400,7100,9500,13300,15000,22400,20300,23400,28200,28800,31900,35800,63100,64100,43300,47400,48700,52200,57200,60600,63700,64700,66900,70800,72500,77100,120500,82400,89600,88100,90100,94100,95800,100800,103300,106100,108900,115200,115400,119900,215400,198900,128200,170200,143500,142000,153400,204400,146800,347700,148500,157800,181400,162500,211900,179100,179600,183900,187500,189500,196000,198300,197500,201400,206600,209300,213700,216300,219400,213700,231700,231000,231700,253200,240300,244100,251200,249800,239900,243300,253700,263500,270500,271300,275300,274500,308200,282600,289500,289500,296100,318200,305600,299400,311200,311400,482500,317200,322300
2200,4300,7000,9400,13600,15000,27000,20300,24000,28200,29400,31400,36100,63800,62600,42800,47300,48800,51800,57000,57500,59700,64000,66700,71400,72000,76400,120100,81500,84100,87200,90700,94500,97100,101400,102900,150100,113500,143700,115800,126400,212700,134600,151400,140400,143000,140000,150200,338800,147000,252500,169800,155100,171100,184600,213200,178600,183200,185300,189700,190300,190800,196500,197200,202200,206100,209000,214100,216200,223400,214800,225800,231900,286600,235500,239400,243200,249600,272900,259000,244300,250800,263400,277800,269100,274200,275100,319000,287100,288700,291000,302200,303100,305900,348100,306800,313900,394300,316800,329800
2200,4500,7100,9700,13600,14900,33100,20600,23600,26400,29300,31700,34800,66500,64200,42700,47600,48400,51800,56400,64700,59300,64000,67200,70400,72000,76600,125700,81600,83900,86600,89600,94500,97000,100800,102500,107700,108400,141200,117500,121400,216900,128300,199800,130500,143500,140700,140900,262300,148100,205900,171900,157800,166000,197100,217700,179100,180000,185900,188100,188200,193700,195800,198200,205300,205000,209100,211400,216900,218100,281400,224900,234900,353800,237600,236800,246900,249300,253800,240500,244800,250500,266900,271800,273900,274000,280400,294200,283800,292800,291800,297800,302400,306000,374800,308400,314600,359600,316500,369400
2100,4500,7000,9300,13600,14600,28200,20600,23600,27600,29000,33700,34500,58800,63400,42900,47600,68600,51600,57000,58900,59100,63900,67100,71100,71900,75500,128400,82500,84400,87300,90000,93800,96500,100500,102700,105800,108900,114500,114900,145900,254100,127900,206000,132500,143300,139300,138200,253100,154000,153600,227900,157400,165300,177700,178000,178600,182700,184100,188300,189900,193400,196000,196300,215000,203500,209800,210600,215200,220700,367300,225700,229400,264100,233900,239000,243600,253000,249700,241600,265700,254200,262200,271500,269800,277000,274500,284900,287300,286100,289800,293500,305800,301900,383400,306400,310200,351900,316500,324300
2200,4200,7400,9300,13600,15000,19100,20300,26500,27900,29500,31500,34700,59900,63300,43400,47300,52000,51900,57200,221600,59300,63700,66900,70400,72500,75700,246000,81900,84000,97700,90500,94300,139900,105000,102800,127000,108700,113800,123700,180300,220500,136500,177700,132100,139500,140400,153000,260200,148200,152400,219800,156100,166800,177900,172400,178200,181400,187100,185900,190900,193400,195900,200400,197400,206000,209800,215600,216500,219600,229400,227100,237400,234000,234400,244400,241900,247800,249800,239500,244600,253700,263900,277200,271200,270500,279600,383800,288400,287000,290200,293100,301300,302000,319300,310800,337700,501400,317900,349500
2300,4400,7300,9400,13500,14900,18300,20500,23600,28400,29300,31600,34700,60000,68000,43200,46900,48300,51800,56600,76800,58900,63800,67500,70600,71900,76400,92200,81900,85200,111300,89300,94800,109800,103400,101900,165500,109500,112900,114100,158900,209200,127700,163400,149400,139200,143100,179600,248000,147500,157600,232900,158400,168400,177800,173900,177800,182400,184600,186700,190100,195600,197200,197900,257300,206900,209900,211900,214900,219900,231900,223200,230800,231600,234900,240000,243000,247500,254000,242000,261300,252300,262900,270200,270700,267800,272800,332300,284600,287800,293700,295900,300400,302900,300100,310000,315400,490100,316800,331000
2100,4400,6900,9700,13700,14700,17900,20400,23800,27700,29400,31700,34700,61000,63400,42900,47300,49300,52200,56800,59900,59300,63900,69500,70200,71600,76000,79200,82500,84700,87100,89500,95000,97200,101600,103100,161200,109500,113900,113900,148500,231300,139300,189400,131100,140100,140900,156600,247600,148300,152200,202500,156500,165300,173500,172000,177600,178500,185100,187100,188400,193900,200300,196400,192900,206400,208000,211200,217700,220600,232100,225200,233300,230500,236100,238400,276700,246500,250500,245300,246500,250900,266400,275900,272200,270700,276800,283600,284100,300300,290800,293100,299400,353800,295400,309300,320400,901100,318100,324300
2300,4100,7200,9800,13600,14800,18300,20600,23700,26800,29700,30900,34400,60600,63800,43300,46300,48700,52000,56800,58500,59300,88200,80100,70800,71600,76200,107100,104100,84900,87200,90200,100400,97500,100800,102400,151100,108900,113400,115100,138300,206800,150100,130700,140600,138800,139200,156000,233700,146600,150500,160100,156600,166100,174000,176900,178000,180200,184000,198500,189700,190400,196600,196800,233900,206800,207900,211800,218700,219100,216800,225700,233500,233100,256300,238000,246300,250400,253600,240600,252500,263000,262200,270700,272500,270000,275400,320600,284000,330900,290700,292600,301200,300000,295100,310800,310900,489200,314700,329200
