Size 10,Size 20,Size 30,Size 40,Size 50,Size 60,Size 70,Size 80,Size 90,Size 100,Size 110,Size 120,Size 130,Size 140,Size 150,Size 160,Size 170,Size 180,Size 190,Size 200,Size 210,Size 220,Size 230,Size 240,Size 250,Size 260,Size 270,Size 280,Size 290,Size 300,Size 310,Size 320,Size 330,Size 340,Size 350,Size 360,Size 370,Size 380,Size 390,Size 400,Size 410,Size 420,Size 430,Size 440,Size 450,Size 460,Size 470,Size 480,Size 490,Size 500,Size 510,Size 520,Size 530,Size 540,Size 550,Size 560,Size 570,Size 580,Size 590,Size 600,Size 610,Size 620,Size 630,Size 640,Size 650,Size 660,Size 670,Size 680,Size 690,Size 700,Size 710,Size 720,Size 730,Size 740,Size 750,Size 760,Size 770,Size 780,Size 790,Size 800,Size 810,Size 820,Size 830,Size 840,Size 850,Size 860,Size 870,Size 880,Size 890,Size 900,Size 910,Size 920,Size 930,Size 940,Size 950,Size 960,Size 970,Size 980,Size 990,Size 1000
400,1200,2900,4900,6300,7900,12200,13800,16300,24700,34900,36300,31400,36900,44300,45800,51500,99500,63900,69900,88600,96500,90800,96400,105800,114200,121800,139600,140100,154100,173100,247300,178000,292300,198200,256900,222800,243900,283100,259500,276000,355900,299900,342400,330000,337500,356100,368600,379800,457800,413200,431600,450300,449300,479100,487200,541400,553100,710200,901000,720200,746700,681400,636900,677900,675600,696500,714400,730400,756200,772300,804500,817200,897100,870700,895000,916000,957200,964500,1.12E+06,1.02E+06,1.13E+06,1.07E+06,1.09E+06,1.11E+06,1.14E+06,1.16E+06,1.18E+06,1.24E+06,1.25E+06,1.27E+06,1.29E+06,1.34E+06,1.38E+06,1.40E+06,1.41E+06,1.43E+06,1.47E+06,1.50E+06,1.58E+06
500,1300,2900,5000,6200,7800,11900,13300,16100,24000,28300,35200,32300,37000,44900,44800,51500,57900,63600,70700,87900,82200,89800,97700,105200,113100,122200,130200,140000,148600,158600,255100,178700,259600,195200,247900,223200,234500,372600,259400,274500,424500,297800,314600,322200,350200,502100,368300,546600,453400,595800,493700,440500,549000,523500,603100,630500,699200,546000,717000,584000,633000,646800,635000,654800,672700,694300,712100,731400,754600,767300,800400,809000,883800,859700,878200,909900,936100,955400,986600,1.06E+06,1.07E+06,1.08E+06,1.20E+06,1.12E+06,1.37E+06,1.23E+06,1.19E+06,1.24E+06,1.26E+06,1.27E+06,1.30E+06,1.33E+06,1.35E+06,1.41E+06,1.72E+06,1.89E+06,1.47E+06,1.51E+06,1.58E+06
500,1300,3100,5100,5700,8200,11800,13500,16500,24400,28600,35700,35200,36700,44500,45400,52200,71700,63500,81000,82900,81900,90200,97000,105900,113300,122700,130900,143100,149000,170800,167500,179000,214300,198000,209900,243800,252300,405900,268600,273800,365100,298100,309000,329700,338300,436300,365900,610400,430400,888300,563000,559100,541900,503400,608400,539800,589500,541100,562500,579100,592300,617000,630800,669500,674900,687300,713600,738400,752800,995300,799200,816400,849900,867100,877600,910900,926800,983800,1.07E+06,1.02E+06,1.08E+06,1.49E+06,1.10E+06,1.12E+06,1.19E+06,1.46E+06,1.21E+06,1.23E+06,1.24E+06,1.30E+06,1.45E+06,1.33E+06,1.35E+06,2.14E+06,1.66E+06,1.53E+06,1.46E+06,1.49E+06,1.53E+06
600,1300,2900,5000,5900,8100,12000,13300,16400,24400,32700,35500,31500,36100,43800,45500,55800,57400,63500,70000,80900,82600,90100,98100,105900,113400,121800,156300,139500,149100,194800,177800,290000,226900,207300,304700,247300,234200,329500,276600,272200,310900,317900,310200,336100,344600,361600,364100,417200,464400,1.23E+06,494200,443400,457900,476800,546100,509100,527900,545500,561800,579800,610000,618300,636400,657000,672800,691100,711700,737000,750500,958500,801200,847900,843500,866500,881000,911300,936500,1.04E+06,1.21E+06,992600,1.89E+06,1.19E+06,1.10E+06,1.74E+06,1.33E+06,1.17E+06,1.20E+06,1.22E+06,1.25E+06,1.27E+06,1.31E+06,1.34E+06,1.35E+06,1.71E+06,1.77E+06,1.48E+06,1.46E+06,1.52E+06,1.55E+06
500,1200,2900,4900,5600,8000,12100,13500,16500,24100,28100,35600,31300,36000,44800,46500,59600,57400,63200,70000,95900,82700,90000,97800,113000,113200,122200,148800,139100,147700,193600,170000,221700,229900,209600,211000,257300,247600,292400,277400,277000,302600,298400,328400,542100,392100,353600,406900,380100,420700,460500,490500,447800,455200,473100,505900,508600,527300,545900,561300,574800,596600,615300,636900,651600,675300,690600,714900,734900,790400,838000,797700,827000,843900,863500,882100,909700,937300,981600,1.04E+06,1.03E+06,1.22E+06,1.25E+06,1.11E+06,1.20E+06,1.14E+06,1.17E+06,1.19E+06,1.23E+06,1.25E+06,1.27E+06,1.29E+06,1.34E+06,1.35E+06,1.41E+06,1.41E+06,1.42E+06,1.47E+06,1.56E+06,1.53E+06
400,1400,3000,4800,5500,7800,12100,13100,15900,24700,28600,39100,31400,36700,44600,46000,51500,58500,63300,69400,76600,82500,90400,105800,105000,112900,122100,165000,138800,148300,338000,166600,221200,188600,218400,209600,265900,233000,250400,278000,272300,310800,325100,327600,389500,339400,351800,424300,387900,407500,508100,431900,441700,456000,476400,494600,508000,523000,552500,561200,585600,600100,808100,636200,649700,670500,687200,718400,733800,760600,964200,801700,824600,844600,856200,883300,976600,937800,974800,1.02E+06,1.00E+06,1.11E+06,1.14E+06,1.23E+06,1.12E+06,1.21E+06,1.17E+06,1.19E+06,1.22E+06,1.25E+06,1.27E+06,1.45E+06,1.32E+06,1.38E+06,1.40E+06,1.44E+06,1.44E+06,1.47E+06,1.50E+06,1.61E+06
500,1300,3000,5000,12300,8300,11900,13200,16100,24400,28700,36000,31200,36300,44100,45700,52500,60600,62800,69000,76600,82000,90400,98200,105200,114100,121800,131500,140600,151200,355900,178700,222000,227100,209400,210300,231900,233700,274900,280600,271800,315500,305900,321500,356600,518400,358300,405700,378900,403900,618700,426100,443000,457100,474800,502400,511900,588300,631900,562100,576900,595700,718000,639900,657000,678400,695800,714900,731200,754000,780600,815100,968500,849700,1.28E+06,887900,913600,933800,976300,1.16E+06,1.39E+06,1.05E+06,1.20E+06,1.89E+06,1.36E+06,1.15E+06,1.19E+06,1.19E+06,1.40E+06,1.24E+06,1.27E+06,1.29E+06,1.46E+06,1.36E+06,1.40E+06,1.42E+06,1.45E+06,1.47E+06,1.50E+06,1.83E+06
400,1300,3000,4800,6000,8000,11900,13300,16400,31000,28500,36000,31600,36300,44500,46200,52300,57100,62100,69200,75900,82300,95500,99100,111700,114000,127400,134200,144400,147300,174200,166300,227600,203600,201000,213800,222100,233800,247600,257100,401500,302600,298100,362300,350900,415000,354400,385600,377700,415700,546100,437500,494800,456400,472200,495400,511400,638400,542200,560200,576900,610100,617700,638800,652900,682000,696200,709000,736700,751200,780500,872400,853400,861200,902000,883200,910300,934300,963300,992500,1.04E+06,1.05E+06,1.13E+06,1.86E+06,1.23E+06,1.26E+06,1.44E+06,1.33E+06,1.22E+06,1.25E+06,1.28E+06,1.29E+06,1.35E+06,1.35E+06,2.06E+06,1.41E+06,1.44E+06,1.47E+06,1.52E+06,1.54E+06
400,1100,3000,4600,5800,8300,11900,185900,25400,20100,28700,35300,31200,36500,43500,45300,52600,56700,62500,68700,75800,82600,90400,98300,112000,116600,122700,131100,137200,148100,158900,166500,221900,191100,203000,230900,238200,243000,243800,358900,535000,398500,297100,594400,336500,369500,354000,366000,393700,397000,467800,482500,501700,450800,472700,498000,511700,533100,550200,561500,582800,599200,614900,639500,656700,673800,698400,715100,731600,770600,870700,807000,815600,874700,886900,932900,902200,940400,967300,983300,1.03E+06,1.05E+06,1.07E+06,1.30E+06,1.33E+06,1.17E+06,1.28E+06,1.24E+06,1.24E+06,1.29E+06,1.27E+06,1.29E+06,1.33E+06,1.35E+06,2.32E+06,1.49E+06,1.45E+06,1.57E+06,1.55E+06,1.53E+06
500,1300,3000,4800,5700,8100,11500,12800,18200,19200,28700,35900,38900,35800,44200,45500,51600,56700,63500,69300,84800,81700,90000,97100,105000,114100,177200,130200,141000,147900,158800,166000,193800,193300,199200,211300,234400,233600,245800,356400,294100,349400,297900,524800,332500,353100,357200,373900,378400,418900,436300,453900,450000,455300,469400,494200,511500,529700,548600,579900,578900,599100,614900,638800,663900,741000,747500,715500,856600,756600,778900,810100,821100,845300,862900,1.31E+06,906300,942000,990100,985200,999800,1.39E+06,1.94E+06,1.19E+06,1.37E+06,1.16E+06,1.23E+06,1.22E+06,1.22E+06,1.36E+06,1.27E+06,1.48E+06,1.33E+06,1.36E+06,2.36E+06,1.40E+06,1.57E+06,1.49E+06,1.51E+06,1.74E+06
300,1300,3100,4800,5800,7700,11000,13000,21500,19400,28200,35500,31900,36200,43900,45500,52000,57200,62300,69100,76200,82300,89100,98200,105100,113700,121500,142800,138900,147800,176000,167900,178800,190900,199800,210000,223100,254800,249300,277600,283700,306600,375400,506300,322600,396000,352200,363900,383000,398800,420300,674900,437700,454700,471100,492500,533900,529000,550900,561900,584900,694700,613500,684500,654500,784400,695900,713800,783300,754300,780600,804100,828300,847500,865400,1.02E+06,909500,942400,979600,981700,1.01E+06,1.47E+06,1.12E+06,1.38E+06,1.20E+06,1.17E+06,1.18E+06,1.19E+06,1.24E+06,1.26E+06,1.28E+06,1.29E+06,1.34E+06,1.67E+06,1.74E+06,1.42E+06,1.68E+06,1.47E+06,1.51E+06,1.52E+06
400,1300,3100,4700,5800,7900,11200,13200,23600,19500,28600,36000,31800,36200,41900,46000,52300,58100,62500,69300,76700,82100,89900,97600,104600,114800,120900,130400,139200,147400,158000,167100,177400,202200,200600,210500,223300,235000,245600,271200,274100,360600,379500,521600,347500,354700,520000,372300,378500,408400,623900,552200,440900,457100,473900,491200,511000,526100,542000,572500,684600,595400,615000,644300,658100,678100,693900,709800,740600,755200,773000,802500,819500,837600,859800,1.02E+06,909900,937900,966200,986200,998800,1.21E+06,1.10E+06,1.19E+06,1.12E+06,1.99E+06,1.17E+06,1.19E+06,1.21E+06,1.25E+06,1.30E+06,1.29E+06,1.33E+06,1.49E+06,1.91E+06,1.43E+06,1.46E+06,1.47E+06,1.50E+06,1.53E+06
400,1300,3000,5200,5700,7900,11400,12900,21800,19500,28700,35700,30900,36900,40700,45800,52400,57700,63300,70200,75700,88300,89300,97500,105100,112500,121400,130000,139000,147700,158100,168100,185300,268100,202500,225400,352800,234300,246300,256800,272200,308200,493600,507100,525300,408500,394900,364900,379900,397200,680700,470900,438800,457600,473200,492700,517700,518600,546500,562100,644400,592400,615500,639400,657200,685100,741900,733700,735600,759900,772600,804100,824900,842400,860700,913800,946800,946800,960700,990100,1.40E+06,1.10E+06,1.07E+06,1.51E+06,1.11E+06,2.30E+06,1.17E+06,1.18E+06,1.22E+06,1.25E+06,1.28E+06,1.29E+06,1.33E+06,1.35E+06,1.42E+06,1.41E+06,1.44E+06,1.46E+06,1.87E+06,1.53E+06
500,1200,3100,5100,6000,8200,11100,13100,16100,19300,28400,35700,33900,36500,41400,45100,52600,57200,69100,69600,77200,83600,89000,98800,111900,113700,122800,130900,139700,206200,156600,185000,178900,301500,198700,210300,263700,234200,276900,265600,273500,370900,313400,510100,421500,340500,351700,364000,384700,403100,702000,426500,447300,459400,474700,491000,514500,522400,547500,564600,573500,600200,615900,667600,667200,682500,702300,712600,730400,758900,771100,804400,823000,846700,868200,897700,921300,1.09E+06,965000,1.07E+06,1.17E+06,1.72E+06,1.08E+06,1.39E+06,1.12E+06,1.25E+06,1.21E+06,1.19E+06,1.21E+06,1.25E+06,1.27E+06,1.39E+06,1.33E+06,1.34E+06,1.40E+06,1.40E+06,1.46E+06,1.49E+06,1.51E+06,1.52E+06
400,1200,2900,4900,5700,8300,11400,13300,16100,19700,28400,36300,47100,49100,41500,45500,51700,56800,62400,68000,75900,81800,89100,98100,105800,113800,134500,130800,138800,180600,157600,165600,265200,331700,197400,209800,236200,241100,311900,257100,273800,324500,298600,504000,332400,334900,365700,426700,382300,402700,666900,448900,440100,460600,474000,491500,510600,522500,543200,563600,576400,598900,614400,640900,661300,677400,701900,715600,754400,760600,781400,807000,825600,851400,866000,892500,917900,940100,978700,993400,1.03E+06,1.13E+06,1.07E+06,1.12E+06,1.48E+06,1.17E+06,1.20E+06,1.20E+06,1.23E+06,1.26E+06,1.29E+06,1.41E+06,1.33E+06,1.34E+06,1.63E+06,1.49E+06,1.74E+06,1.46E+06,1.51E+06,1.57E+06
400,1200,3100,4700,5600,8000,11100,13200,16400,19800,28200,30700,34100,38100,41000,45700,52700,57000,70200,69500,77200,82000,89600,101200,105100,113700,121800,131300,138900,226100,176700,163700,232800,301600,195900,211500,222000,280600,424700,257200,273200,298200,347000,422100,323500,339500,353100,395900,386100,394800,758700,425600,442200,460500,475600,491400,516500,523900,563800,565200,576600,601400,622000,653600,661300,674300,698400,719800,736800,752300,783600,868200,824800,842000,864200,883300,914700,936800,973100,992100,1.01E+06,1.73E+06,1.40E+06,1.27E+06,1.34E+06,1.15E+06,1.17E+06,1.20E+06,1.21E+06,1.26E+06,1.28E+06,1.42E+06,1.48E+06,1.36E+06,1.41E+06,1.43E+06,1.45E+06,1.54E+06,1.52E+06,1.52E+06
400,1200,3000,4900,5800,7800,11500,13000,16400,19700,28900,27300,31400,37300,41700,45300,51600,57600,68700,72000,76800,82300,89700,97300,104400,113500,122000,131700,140000,175300,159500,166800,232200,301700,195000,278300,243300,289300,365300,290200,276500,389100,348800,312200,447100,388000,352600,368500,379600,431100,875500,434500,439200,455900,472600,493800,614300,534700,553300,565800,578600,602900,620800,654300,654000,682300,703700,719500,734800,757900,780500,808100,820800,844900,859700,896500,944000,946300,982700,989900,1.00E+06,1.08E+06,1.31E+06,1.39E+06,1.13E+06,1.15E+06,1.17E+06,1.20E+06,1.21E+06,1.25E+06,1.29E+06,1.28E+06,1.32E+06,1.35E+06,1.40E+06,1.42E+06,1.45E+06,1.46E+06,1.54E+06,1.66E+06
300,1300,2800,4800,5700,7900,11100,13000,16100,19300,28900,27300,31000,36900,41100,45900,57400,58400,71900,69500,75700,81600,89700,98300,103800,133800,121800,130900,138600,149100,157300,165000,232900,311700,196700,356900,245800,240900,282400,297300,275400,394800,304100,312800,348600,372100,356900,420600,379600,450800,741300,425800,437600,460100,476000,493700,598100,524700,549800,561900,574400,598400,658400,641700,657900,687000,701000,719500,753000,762100,782400,809500,816700,842300,873700,897500,913500,931700,973300,1.07E+06,1.01E+06,1.05E+06,1.16E+06,1.19E+06,1.11E+06,1.51E+06,1.17E+06,1.18E+06,1.22E+06,1.25E+06,1.27E+06,1.40E+06,1.35E+06,1.38E+06,1.39E+06,1.42E+06,1.45E+06,1.46E+06,1.52E+06,1.53E+06
400,1200,2900,4600,5500,8000,11300,13000,16200,19000,28400,27400,32000,36700,41700,75600,81200,57400,76800,68800,76300,82300,94600,98700,105400,136700,122300,136700,146100,158200,157100,179700,208600,301800,205000,295200,244600,255900,246200,259500,273000,301600,335000,350800,505400,340700,355100,385100,380600,398200,699500,428000,460400,579400,477400,495200,512800,522900,546200,561600,576300,616000,622100,638700,659900,674900,698900,721900,741200,757900,777500,808700,822400,845700,871600,892400,912300,934500,963000,985800,1.01E+06,1.04E+06,1.20E+06,1.11E+06,1.12E+06,1.23E+06,1.17E+06,1.18E+06,1.28E+06,1.26E+06,1.27E+06,1.49E+06,1.32E+06,1.36E+06,1.40E+06,1.41E+06,1.44E+06,1.46E+06,1.50E+06,1.57E+06
300,1300,2900,4800,5800,7900,11300,13100,16100,19500,28200,27300,31800,36900,41000,69500,54100,57400,75500,68700,76200,82000,90300,98800,109900,119200,121700,131900,153300,150400,156100,167400,176600,300800,194500,241200,224200,231100,254300,258800,271800,425900,395800,337900,321300,342800,358100,364700,432900,408300,700900,451600,441400,555100,480500,494900,515500,528600,546100,560200,576600,605000,623500,636600,659200,678700,697500,713400,744100,760400,779500,805600,815500,855500,870600,894100,901900,937800,968400,981000,1.19E+06,1.05E+06,1.07E+06,1.10E+06,1.65E+06,1.38E+06,1.24E+06,1.19E+06,1.22E+06,1.25E+06,1.27E+06,1.46E+06,1.33E+06,1.40E+06,1.48E+06,2.01E+06,1.44E+06,1.49E+06,1.50E+06,1.54E+06
400,1200,2700,5000,5900,7700,11000,12900,15800,19300,28500,27500,31600,37200,43900,68300,54200,56700,68300,68800,76200,82800,89100,98400,104800,114600,121600,131600,150800,149100,158100,167100,191900,301500,195700,230200,239400,231400,252100,271100,275300,305500,344100,327000,322700,351300,352800,379500,391400,399600,696400,436200,446200,482600,478600,495400,532200,529200,546100,559100,579700,602600,620700,641500,660200,676300,700700,713400,733900,799100,776300,804300,818400,1.01E+06,869900,891900,912000,939000,1.08E+06,1.13E+06,1.02E+06,1.06E+06,1.08E+06,1.10E+06,1.37E+06,1.14E+06,1.18E+06,1.39E+06,1.25E+06,1.34E+06,1.28E+06,1.30E+06,1.34E+06,1.37E+06,1.43E+06,1.46E+06,1.48E+06,1.48E+06,1.51E+06,1.53E+06
400,1100,2800,4800,5700,8400,11000,13000,15900,19800,28200,27200,31900,37500,41000,52900,56200,56800,69300,69600,75900,82500,89400,97500,105700,124000,122500,131800,149200,148100,157000,167100,191300,308500,197800,216800,221600,232300,246500,273700,274000,282800,303200,326500,331600,464200,353100,365700,405300,522200,702500,445900,440800,478600,478500,492400,510200,519400,547700,562000,761300,600000,618600,642000,656600,673800,693000,830300,732400,902100,777200,801900,826000,847800,864500,893800,907800,942500,1.08E+06,1.01E+06,1.00E+06,1.42E+06,1.10E+06,1.12E+06,1.11E+06,1.14E+06,1.17E+06,1.20E+06,1.21E+06,1.31E+06,1.27E+06,1.28E+06,1.35E+06,1.36E+06,1.40E+06,1.41E+06,1.45E+06,1.47E+06,1.83E+06,1.52E+06
400,1200,2900,4600,5900,7900,11500,13200,16200,19400,28900,27500,30800,36300,41100,54500,55400,56700,62300,70300,82000,82900,90200,98700,107600,122500,121900,131200,137100,148600,159400,168500,182700,299000,199000,216000,221000,266100,245400,258600,274800,283600,299700,319600,415400,390600,358200,372100,390200,471400,723800,450800,441800,466000,471600,512000,512800,522500,547900,568200,642000,714000,615800,657800,845200,670500,690000,736900,738500,762200,836700,805200,820700,846400,872000,891600,908800,936800,989900,985700,996200,1.80E+06,1.07E+06,1.12E+06,1.11E+06,1.40E+06,1.17E+06,1.20E+06,1.22E+06,1.29E+06,1.28E+06,1.30E+06,1.33E+06,1.36E+06,1.67E+06,1.41E+06,1.45E+06,1.46E+06,1.51E+06,1.52E+06
