Size 10,Size 20,Size 30,Size 40,Size 50,Size 60,Size 70,Size 80,Size 90,Size 100,Size 110,Size 120,Size 130,Size 140,Size 150,Size 160,Size 170,Size 180,Size 190,Size 200,Size 210,Size 220,Size 230,Size 240,Size 250,Size 260,Size 270,Size 280,Size 290,Size 300,Size 310,Size 320,Size 330,Size 340,Size 350,Size 360,Size 370,Size 380,Size 390,Size 400,Size 410,Size 420,Size 430,Size 440,Size 450,Size 460,Size 470,Size 480,Size 490,Size 500,Size 510,Size 520,Size 530,Size 540,Size 550,Size 560,Size 570,Size 580,Size 590,Size 600,Size 610,Size 620,Size 630,Size 640,Size 650,Size 660,Size 670,Size 680,Size 690,Size 700,Size 710,Size 720,Size 730,Size 740,Size 750,Size 760,Size 770,Size 780,Size 790,Size 800,Size 810,Size 820,Size 830,Size 840,Size 850,Size 860,Size 870,Size 880,Size 890,Size 900,Size 910,Size 920,Size 930,Size 940,Size 950,Size 960,Size 970,Size 980,Size 990,Size 1000,
334,781,2056,3574,4960,6929,8259,11339,14603,18306,22070,24383,29938,32896,39538,41804,48613,54750,83554,67687,70659,94134,97103,101166,100374,141008,138401,121060,145738,136934,151033,155142,160410,175135,183085,229552,208949,259592,230102,248537,306135,266164,279203,288733,306193,312291,331632,348960,349573,367529,377272,391655,407304,422863,449399,457758,509858,491027,518081,536094,560692,561514,577917,602945,634749,640751,654811,678722,694506,706489,714235,733496,776246,804703,800703,835380,883182,869116,908636,958810,1.04363e+06,1.12481e+06,1.13401e+06,1.17545e+06,1.12105e+06,1.05312e+06,1.1486e+06,1.22346e+06,1.27146e+06,1.40111e+06,1.30686e+06,1.2967e+06,1.34821e+06,1.47329e+06,1.38132e+06,1.43257e+06,1.40565e+06,1.49879e+06,1.39118e+06,1.48453e+06,
221,914,2372,3350,5056,6465,8690,11806,15398,31956,20981,26147,28922,35255,37269,45594,48442,57429,72550,64559,73449,88547,100106,101111,100903,109240,128615,125975,132092,136538,181383,154614,170720,181541,202522,189678,253587,222486,262417,239020,260582,268656,301615,290877,289204,310163,335070,369212,372492,380850,402363,402591,464229,432212,446443,469446,482325,493388,497675,536530,553935,555857,571481,601970,617872,663161,671376,664082,703747,720150,713164,767505,754639,804990,810309,827325,942761,937098,1.13671e+06,1.03713e+06,1.07502e+06,1.02348e+06,1.03554e+06,1.20046e+06,1.10079e+06,1.21096e+06,1.24022e+06,1.29933e+06,1.21724e+06,1.32634e+06,1.34012e+06,1.26892e+06,1.24334e+06,1.29836e+06,1.55103e+06,1.38088e+06,1.44791e+06,1.63729e+06,1.42436e+06,1.7392e+06,
192,839,2198,3130,4440,7178,8337,11173,15419,17593,21534,23836,28659,35895,36941,40721,50487,52350,58433,66670,74601,84873,102282,98333,100000,103876,119555,124094,131514,139742,150530,164194,164924,178465,193556,195549,201421,222281,263911,240956,254508,269759,274108,290342,293982,304539,315339,351436,348095,405593,382956,386111,418918,438581,447878,460567,487305,489698,527954,525194,551913,547710,600541,598768,598962,632332,654498,648314,693746,703936,736515,742941,806805,842850,913114,1.00537e+06,945994,1.00129e+06,948539,1.04155e+06,1.10944e+06,1.13088e+06,1.11924e+06,1.05901e+06,1.10722e+06,1.09026e+06,1.24021e+06,1.23291e+06,1.29036e+06,1.25817e+06,1.3227e+06,1.21074e+06,1.27459e+06,1.38719e+06,1.41582e+06,1.51748e+06,1.62143e+06,1.42997e+06,1.41487e+06,1.50781e+06,
202,762,2304,16823,4418,6335,9022,11973,14109,19060,20960,25229,27377,33126,38065,42277,45738,53358,58784,63241,72559,90842,93829,101363,96487,106257,112716,126932,130469,141896,171735,150073,165032,237408,189471,202289,209600,214960,230203,246072,261078,257606,267580,285639,293364,304473,334702,346308,360095,377168,369544,402249,419927,435599,431285,458471,471257,496263,518243,514227,546384,561185,571360,604549,618884,630299,653690,687785,690719,721958,798455,807295,897452,847479,882928,871296,926350,1.01811e+06,1.0019e+06,994137,992992,979107,1.15507e+06,1.03176e+06,1.10999e+06,1.06156e+06,1.17102e+06,1.22719e+06,1.19176e+06,1.21439e+06,1.25496e+06,1.22944e+06,1.35925e+06,1.46632e+06,1.43803e+06,1.3588e+06,1.4868e+06,1.48481e+06,1.41561e+06,1.66121e+06,
293,1053,2243,3474,4605,6564,9287,12021,14166,17101,22710,26427,30413,32386,37721,63770,46410,51513,54607,62439,68822,87931,98543,95262,103412,103133,117652,130893,135200,176278,162739,157270,173228,179772,182919,199103,204529,212910,227907,242949,250896,268836,270547,293936,301160,294848,331754,344695,358234,411694,378442,403651,415017,439636,439458,455761,469164,508751,551575,536770,541961,559392,594178,602675,609999,649353,663673,689536,737525,820907,844215,775886,818352,861453,935914,901321,1.00187e+06,925378,982490,1.16982e+06,1.00064e+06,953964,1.09258e+06,1.00574e+06,1.10239e+06,1.06849e+06,1.15323e+06,1.35687e+06,1.10061e+06,1.36237e+06,1.22906e+06,1.19566e+06,1.39114e+06,1.29389e+06,1.37204e+06,1.36448e+06,1.38947e+06,1.41218e+06,1.39447e+06,1.52881e+06,
229,1004,2309,3073,4664,6945,9147,10956,15026,18660,21417,24697,30945,34541,37851,61351,47919,48580,62693,62568,72262,88218,101679,155632,100151,109125,111414,122982,132363,135866,149496,162467,171158,188732,189518,237575,213779,222536,226816,242044,263238,262086,269954,288956,302293,312520,327682,349642,357900,372919,376950,406932,424132,449801,440942,471613,478198,499237,501893,542644,542279,569704,586888,587972,627896,692822,695444,813980,771646,794400,779826,786760,828807,968113,865727,838446,894677,878680,934455,1.03903e+06,1.0175e+06,970447,1.04056e+06,1.02692e+06,1.07395e+06,1.053e+06,1.16322e+06,1.16336e+06,1.20831e+06,1.22906e+06,1.23287e+06,1.23206e+06,1.33594e+06,1.27595e+06,1.41289e+06,1.31116e+06,1.46191e+06,1.59096e+06,1.62631e+06,1.54546e+06,
341,1017,2185,3223,4735,6426,8586,11235,13741,17508,18827,45812,29238,31246,37305,44541,48673,54157,59137,65684,72012,91064,105827,92221,96402,106078,116843,166962,136960,142913,147160,155490,164134,179633,182436,200528,208834,227553,236302,244380,254240,270924,273020,284442,299977,324157,329589,348279,355591,402982,394031,400002,495769,422703,432806,449373,474917,503111,541281,529837,541774,549482,572857,640094,663060,728397,711873,714286,736127,762249,904204,885863,841785,881113,889815,844592,913430,920200,940870,951663,1.01143e+06,998090,1.03247e+06,1.02484e+06,1.13894e+06,1.0765e+06,1.28674e+06,1.18636e+06,1.13434e+06,1.2406e+06,1.3014e+06,1.38232e+06,1.31607e+06,1.32075e+06,1.36094e+06,1.36321e+06,1.38129e+06,1.42647e+06,1.50214e+06,1.52251e+06,
295,1005,1843,2635,4896,6532,8623,10408,15515,18012,21992,41241,29742,34010,38377,43411,48863,52876,61599,99495,72045,85354,96513,91143,100751,104807,117279,121734,172205,131176,157866,164930,164564,177180,200995,193250,205999,219998,235562,238958,253548,259795,292881,283422,303106,424544,330325,343905,354527,382738,390248,408432,502896,429235,451085,455992,480021,481930,493266,519868,558809,561887,619170,665406,675612,672693,707949,694635,786905,836660,753750,786760,993864,981887,942409,844432,1.00134e+06,900659,1.03494e+06,919523,1.16856e+06,963713,1.02216e+06,998699,1.26297e+06,1.06011e+06,1.16126e+06,1.12857e+06,1.12597e+06,1.24001e+06,1.26929e+06,1.32885e+06,1.31873e+06,1.30773e+06,1.32997e+06,1.46728e+06,1.41638e+06,1.41344e+06,1.5439e+06,1.49227e+06,
188,1022,1999,2995,4841,6774,8958,12148,13675,16697,39347,25227,30323,33767,36359,40586,48047,54519,62552,67704,65218,84014,93973,95328,141869,103219,115308,123001,135180,141752,184747,154754,169585,179102,192778,208188,219842,215548,233009,238481,250348,262565,272741,271772,312116,345632,338309,341184,350859,379626,374133,406273,514334,446143,419972,465556,479360,478495,560234,547663,594718,628439,626098,593319,648319,753052,767711,808111,712187,739330,835080,976325,796796,861168,797473,859983,955061,884255,934704,1.20529e+06,997181,1.00485e+06,1.04108e+06,1.00855e+06,1.08544e+06,1.06927e+06,1.07639e+06,1.17433e+06,1.16989e+06,1.24442e+06,1.27835e+06,1.24513e+06,1.34303e+06,1.36657e+06,1.34531e+06,1.33693e+06,1.35777e+06,1.49342e+06,1.57184e+06,1.55294e+06,
258,995,15335,3269,4660,6767,8864,12638,14570,18467,22778,25666,29044,35176,36948,42569,46616,90321,58214,64927,69108,82684,87867,173651,97286,148221,154960,122653,131323,138042,153389,163191,157784,179552,192696,199978,210215,225994,231636,237174,248967,272338,274664,301340,297670,326432,335235,340781,355596,401618,380034,409773,511348,441704,459158,462286,477582,506856,577043,640989,617890,609180,626335,661972,735939,686075,680356,730491,737085,715305,785373,799453,822555,806685,843343,1.00466e+06,880604,920161,945994,983965,993871,976732,1.0793e+06,1.00374e+06,1.10825e+06,1.11823e+06,1.13932e+06,1.15273e+06,1.19213e+06,1.24335e+06,1.3165e+06,1.31182e+06,1.27736e+06,1.31148e+06,1.34881e+06,1.44037e+06,1.34282e+06,1.38455e+06,1.4439e+06,1.47505e+06,
343,1001,1883,3413,5010,6576,8007,11825,15097,16884,34833,27091,30270,31185,39206,44704,46810,51400,60765,69251,70348,96802,89912,87101,101826,105511,112676,125260,133931,160921,145414,156733,171849,177777,181002,200196,207798,218460,235327,244828,258221,257742,271643,292398,310260,322240,336701,341590,369474,375449,381862,391749,419404,414861,435134,453901,468682,558044,615272,562483,581908,619446,646153,650925,639357,621932,655229,664645,735628,715290,733485,796881,760822,881914,838551,955350,901795,923719,938521,925326,979129,979075,1.00214e+06,1.05422e+06,1.09904e+06,1.15938e+06,1.12967e+06,1.22069e+06,1.15172e+06,1.17674e+06,1.20349e+06,1.30338e+06,1.25788e+06,1.28508e+06,1.30922e+06,1.32503e+06,1.38244e+06,1.37779e+06,1.50189e+06,1.53802e+06,
281,911,1921,3070,4817,6609,7822,10342,14282,19409,20866,24489,28505,33635,39840,43694,70737,52749,56649,65672,94425,86418,83762,92679,97384,105774,110922,124508,140568,158692,151211,163882,246402,178939,184238,200166,206658,213628,226535,243085,281739,254739,277958,296067,299751,371585,332166,344271,358355,379361,391945,397441,416438,431128,451853,467526,566769,603901,551448,576433,548602,688293,652239,609714,677859,612392,646544,684934,703633,721493,741475,788041,795829,994794,835998,886758,1.0555e+06,911166,1.16443e+06,914492,995525,1.09198e+06,982556,1.20929e+06,1.15333e+06,1.18337e+06,1.13073e+06,1.11965e+06,1.16979e+06,1.17398e+06,1.19363e+06,1.26547e+06,1.26053e+06,1.25377e+06,1.29785e+06,1.31658e+06,1.36519e+06,1.39262e+06,1.47898e+06,1.42268e+06,
259,889,1881,3142,4889,6177,8936,11984,14884,16403,21234,25424,30822,35531,39313,42539,63368,48360,57524,63183,82561,83607,93434,92686,96204,105219,114882,121677,131922,133717,144593,157841,164085,174295,237785,201185,249552,224827,229314,252057,245221,267484,285875,281379,302428,316449,334841,335783,369195,415892,385318,411693,445238,415215,481490,585733,576682,542829,521018,570252,626773,551104,621634,597908,781239,630946,715550,661976,683901,710950,788990,1.00582e+06,841528,857075,864760,861408,916368,924042,945836,929436,1.01772e+06,1.05784e+06,1.06893e+06,1.10821e+06,1.043e+06,1.14686e+06,1.13153e+06,1.12649e+06,1.11118e+06,1.14434e+06,1.20597e+06,1.30075e+06,1.25645e+06,1.25347e+06,1.29485e+06,1.34359e+06,1.3565e+06,1.39438e+06,1.46918e+06,1.45831e+06,
211,960,1625,3246,5079,6862,9404,12029,15094,17700,20815,24291,29261,34283,38456,42036,48717,55082,56607,63281,69135,84493,87525,92021,102569,109393,113935,116551,132285,139328,139986,159709,167334,179315,189999,196431,206537,214580,220932,244086,251769,265597,272794,279360,302147,316560,329071,344970,360399,379980,383767,388943,418094,461927,572940,538312,485915,496116,631578,587071,532966,617896,585688,596696,690382,627368,726912,700407,693226,732506,933023,787606,764552,860628,909279,945086,939971,1.07047e+06,966730,966452,967514,1.06856e+06,983441,1.1066e+06,1.0803e+06,1.3004e+06,1.11947e+06,1.11812e+06,1.12711e+06,1.17542e+06,1.20118e+06,1.30911e+06,1.25877e+06,1.32918e+06,1.29461e+06,1.33028e+06,1.36205e+06,1.36776e+06,1.37951e+06,1.46182e+06,
225,998,1882,3059,4787,6217,9574,12682,15087,17756,21483,25490,26648,32927,35520,42889,47845,55296,54796,64827,70803,83566,91250,95786,96277,106994,115215,164961,161802,137953,148608,216932,158349,204025,188477,203652,190115,214643,227919,241321,255290,262979,287073,285574,315359,315194,332208,344365,365528,401384,389151,396177,478482,533007,479521,464302,521432,574458,545120,552224,563066,567702,620139,631185,603451,632532,781501,670536,684924,712053,773439,760136,764808,797736,832778,873209,897906,912936,922641,975975,934499,1.01892e+06,1.02329e+06,1.04067e+06,1.10717e+06,1.17351e+06,1.08622e+06,1.15142e+06,1.18181e+06,1.17312e+06,1.23667e+06,1.20151e+06,1.21652e+06,1.2654e+06,1.33878e+06,1.36506e+06,1.35019e+06,1.36174e+06,1.3941e+06,1.46167e+06,
239,825,1827,2991,4742,6244,9077,11347,15582,17833,23629,25075,29980,31020,37036,44297,48571,51230,60200,60221,71225,87522,84981,88877,101098,103107,115311,120692,132052,136562,179535,160066,160673,178773,184959,196163,204377,248961,229005,232983,297411,270855,283216,292606,306866,303859,331885,351231,373410,378404,384557,437494,473740,423661,458542,499062,577176,476901,555461,540601,531296,605431,592182,615052,664223,645081,712594,690432,702686,697279,731802,748243,786269,789059,818310,940964,879933,926552,900672,958547,1.00497e+06,1.0907e+06,973845,1.12105e+06,1.08306e+06,1.07977e+06,1.17317e+06,1.09604e+06,1.14595e+06,1.18819e+06,1.22474e+06,1.23202e+06,1.25737e+06,1.31142e+06,1.29838e+06,1.32773e+06,1.32561e+06,1.37825e+06,1.42231e+06,1.41246e+06,
302,1023,1690,3249,4810,6192,8844,11104,14999,18810,20043,24913,28627,33463,62082,43376,46832,53058,79431,66594,70930,86764,92085,91582,103176,109556,115789,119799,128688,139065,150119,220741,206566,175565,194380,188206,198420,227733,228105,245230,261543,262702,284006,289111,302658,325757,323959,344131,363691,389044,427392,476122,475197,427632,504566,569314,514302,541686,545754,583340,540625,604060,610499,587349,624047,637252,701132,734949,676430,710641,731444,744105,783194,777361,842439,900443,881896,936439,899580,925666,998582,1.03444e+06,959386,1.24658e+06,1.04039e+06,1.11763e+06,1.12984e+06,1.13565e+06,1.18114e+06,1.17882e+06,1.18102e+06,1.23811e+06,1.22519e+06,1.30806e+06,1.32483e+06,1.31392e+06,1.34854e+06,1.35836e+06,1.43549e+06,1.46365e+06,
271,927,1664,3406,4666,6524,9414,11338,14488,18954,20872,25063,29323,33837,51541,42744,50644,52077,78467,60423,74318,85935,95995,88637,101546,102617,161283,120518,126090,145686,148110,155501,160641,182424,177442,201728,205914,227074,226341,246822,256785,248667,283883,285684,299153,323084,331912,342982,355966,404416,509158,420106,420188,441254,532578,503374,558383,490097,592976,630564,569747,627711,628571,611244,612554,637020,650929,789889,698009,715972,752111,758998,775137,852594,799125,874936,909243,958801,901026,964907,987529,969865,969297,1.05549e+06,1.09867e+06,1.11871e+06,1.1114e+06,1.1136e+06,1.13953e+06,1.14407e+06,1.17891e+06,1.22185e+06,1.27882e+06,1.29167e+06,1.29123e+06,1.31681e+06,1.36473e+06,1.39958e+06,1.46084e+06,1.4321e+06,
284,1042,1888,3039,4536,6688,9321,12579,15429,15916,21947,23173,30528,33409,35443,46232,45522,54165,57226,65306,72020,91044,91068,96401,133875,202118,115761,122397,124535,138938,138328,149781,208722,170167,182014,189412,204895,225516,231748,242573,246561,266129,339046,276685,306811,325040,340770,339129,373015,455064,393768,406230,460297,474040,470764,470350,610077,534011,547392,617242,526425,639456,563720,588694,667140,654032,687971,749824,744479,714314,767100,794032,809400,786188,797250,829944,852996,865297,936511,933495,948672,988372,1.04211e+06,1.10398e+06,1.05e+06,1.08141e+06,1.07448e+06,1.11669e+06,1.14846e+06,1.1812e+06,1.18949e+06,1.21416e+06,1.26954e+06,1.26853e+06,1.30889e+06,1.30559e+06,1.38986e+06,1.39492e+06,1.43617e+06,1.48425e+06,
220,995,1739,3096,4872,6689,8878,11282,14567,17868,20988,25987,29587,30764,38982,41323,48471,49882,57217,64519,71392,84056,85758,135252,99453,115354,118305,122349,131844,136504,150442,155295,159276,216186,187583,193410,214437,212313,236638,243071,254122,275428,271747,289478,313000,317962,321259,379610,385231,411527,433658,439369,522367,414663,474172,638905,489674,485687,540880,543003,551535,585750,636331,589448,586190,694730,898957,727857,813640,715656,761700,754840,749541,779280,848230,873482,859611,930091,913913,942885,971102,1.01718e+06,996261,1.06828e+06,1.02834e+06,1.04715e+06,1.09417e+06,1.1302e+06,1.1577e+06,1.20042e+06,1.21325e+06,1.22322e+06,1.23621e+06,1.2569e+06,1.31855e+06,1.32628e+06,1.37846e+06,1.39485e+06,1.39698e+06,1.43093e+06,
259,1021,1571,3260,4887,6826,9211,12178,14385,18555,20839,23691,29116,33729,37192,41617,48925,55009,59789,64044,74511,83270,93751,90750,96227,105917,114583,123740,118283,132467,148184,151020,170045,181609,185462,190499,214188,209275,258310,242830,253135,267339,286041,288339,308408,325409,336852,394758,386767,380985,367767,529539,448671,514837,622379,472114,532677,486740,523576,543409,540435,628993,589501,598826,660078,715945,700651,706065,799922,760992,730859,765778,760410,809746,792903,885427,911215,908429,925963,957671,963764,1.00048e+06,980574,1.01587e+06,1.03272e+06,1.0611e+06,1.08498e+06,1.15086e+06,1.14476e+06,1.15995e+06,1.18682e+06,1.20502e+06,1.23567e+06,1.27262e+06,1.289e+06,1.33062e+06,1.32419e+06,1.42978e+06,1.39452e+06,1.45846e+06,
207,1003,1525,3069,5047,6845,9511,10801,13675,18928,22624,25733,28917,32812,38480,43243,48615,53349,58174,64494,70191,84158,88716,89971,96787,104112,115611,125927,169260,139135,145516,155949,165624,177962,177251,192219,214944,213479,222404,257350,240079,260430,272011,286600,299403,352014,369962,393503,359811,367334,460200,429443,527521,433872,461611,510181,462860,491677,508450,563162,554727,618279,686845,601178,674503,688113,725843,738497,749567,817684,765643,801345,816855,789022,820558,866587,873529,878454,904315,931718,956404,969122,988888,1.06472e+06,1.06565e+06,1.06193e+06,1.08425e+06,1.1443e+06,1.1133e+06,1.14762e+06,1.19509e+06,1.18701e+06,1.25757e+06,1.29309e+06,1.28305e+06,1.3296e+06,1.33958e+06,1.35231e+06,1.43421e+06,1.47819e+06,
166,1251,1498,2778,4603,6852,9518,11892,15197,18574,21485,24838,52590,33937,38416,42590,46471,52203,62201,67065,73281,90828,95116,89306,102704,104154,113724,124923,131412,130581,150102,153302,164652,171408,193824,201199,203681,221276,227708,247529,249916,254536,268252,297254,290711,348870,387585,338093,351715,478627,417650,401996,731135,471514,495213,460496,526900,555421,529553,522378,541840,542036,640848,597378,618976,681886,767116,704421,717291,815961,757343,732920,781653,808212,838295,875423,839111,921520,904819,959181,905395,1.02452e+06,987101,1.00851e+06,1.02059e+06,1.0893e+06,1.09485e+06,1.10548e+06,1.12755e+06,1.18855e+06,1.18362e+06,1.22936e+06,1.23847e+06,1.27666e+06,1.27336e+06,1.32845e+06,1.34362e+06,1.38495e+06,1.38575e+06,1.45771e+06,
